,claim_veracity,claim,topics,speaker,context
276,False,The difference over the (previous) four years between where things were headed and where we brought them to over the last four years is a total of $816 in saved property tax money.,"['state-budget', 'state-finances', 'taxes']",Scott Walker,speech
278,False,The United States does not have a system through which growers and dairies can bring a workforce legally into the U.S.,"['agriculture', 'immigration', 'workers']",Marco Rubio,speech
279,False,Rick Scott Says he never said he would keep education funding the same.,"['education', 'state-budget']",Rick Scott,speech
280,True,"Since 1978, college tuition nationwide has gone up something like four times the rate of inflation.",['education'],Scott Walker,speech
282,True,"Most of, if not all of, the [DeKalb school construction] projects always came in on or were under budget.",['education'],Thomas Brown,speech
283,False,(Palin) supported right-wing extremist Pat Buchanan for president in 2000.,['israel'],Moveon,writing
284,False,Sen. Sherrod Brown voted to block American energy production and increase energy taxes.,"['energy', 'message-machine-2012', 'taxes']",Us Chamber Commerce,ad
285,False,Jeanne Shaheen voted for a measure that would have amounted to a new national energy tax.,"['energy', 'taxes', 'voting-record']",Scott Brown,news
287,True,Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans.,"['health-care', 'history']",Julian Castro,speech
288,False,"While fighting a move to toughen penalties for workplace gender discrimination, state Sen. Glenn Grothman said he didnt believe women belonged in the workplace but belonged at home, cooking and cleaning and having babies.","['jobs', 'legal-issues', 'women']",Christine Sinicki,speech
289,False,"If you put the $47 billion in revenue (raised over 10 years by the Buffett rule) into infrastructure you could create 611,000 infrastructure jobs.","['economy', 'federal-budget', 'jobs', 'transportation']",Sheldon Whitehouse,speech
290,False,What is the proper collective noun for a group of baboons? Believe it or not . . . a Congress!,"['animals', 'congress', 'history', 'polls']",Chain Email,social media
291,True,I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.,['economy'],Barack Obama,speech
292,True,"Starting in December 2007, 1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs.","['job-accomplishments', 'jobs']",Rick Perry,speech
293,False,The (health reform) legislation which Washington passed last year has made it more difficult to hire because its increased costs for employers.,"['economy', 'health-care']",Rob Portman,news
294,False,"The CBO, the Congressional Budget Office has said that Obamacare will kill 800,000 jobs.","['economy', 'health-care']",Michele Bachmann,speech
295,False,"Thompson ""voted against $250,000 caps on damages (and) almost anything that would make our legal system fairer.""",['legal-issues'],Rudy Giuliani,speech
296,False,Texas this fiscal year will have more money in reserve than the other 49 states combined.,"['state-budget', 'state-finances', 'states']",Dan Patrick,speech
298,True,Immigrants are more fertile.,['immigration'],Jeb Bush,speech
299,True,"The proposed education changes ""will not cut one teacher's pay.""",['education'],Florida Chamber Commerce,ad
300,False,The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.,"['health-care', 'states']",Rick Perry,news
301,True,Firearms homicides are down about 40 percent since Texas passed concealed-gun permit law.,"['civil-rights', 'crime', 'guns']",Jerry Patterson,ad
302,False,Upwards of 90 percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound.,"['abortion', 'children', 'families', 'health-care', 'women']",Rachel Campos Duffy,speech
303,False,We spend less on defense today as % of GDP than at any time since Pearl Harbor.,['federal-budget'],Newt Gingrich,social media
304,True,If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.,['taxes'],Ron Paul,speech
306,False,Jason Kander supports [Obamas] plan to bring the remaining suspected terrorists to U.S. soil.,['terrorism'],Roy Blunt,writing
309,True,Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not.,['housing'],Barney Simms,writing
310,True,"In July 1996, Mitt Romney helped locate the missing teenage daughter of a partner at Bain Capital.",['candidates-biography'],Chain Email,social media
311,False,Blames Mike McIntyre and Nancy Pelosi for the second straight year of no cost-of-living increases for Social Security beneficiaries.,"['message-machine', 'social-security']",National Republican Congressional Committee,ad
312,False,The government is going to have the right to get into your bank account with the health care bill and make transfers without you knowing it.,"['health-care', 'pundits']",Rush Limbaugh,speech
314,False,The American people support defunding Obamacare and oppose shutting down the government.,['health-care'],Marco Rubio,news
316,True,"Nobody has played clips over and over ...of President Obama (saying), If they bring a knife to the fight, well bring a gun.","['candidates-biography', 'pundits']",Joyce Kaufman,speech
317,False,The people of Rhode Island dont want same-sex marriage.,"['civil-rights', 'gays-and-lesbians', 'marriage', 'polls']",Christopher Plante,speech
319,False,This year in Congress (Connie Mack IV) has missed almost half of his votes.,['candidates-biography'],Dave Weldon,Undefined
320,False,"1/3 of our kids drop out (of high school), cannot go to college or start a career.","['corrections-and-updates', 'education']",Jeb Bush,writing
321,False,Not even old Gen. Eisenhower saluted military personnel as president.,"['history', 'military']",Rachel Maddow,writing
322,True,"If Wisconsins governor cuts perquisites as much as he plans to do, it would still leave (workers) better off than their private sector counterparts.","['labor', 'pundits', 'state-budget', 'abc-news-week']",George Will,news
323,False,"You cant get on an airplane, but more than 2,000 people on that list have been able to buy a gun.","['guns', 'terrorism']",John Garamendi,speech
324,False,74 percent of Republicans support the Affordable Care Act.,"['health-care', 'polls']",Donna Edwards,speech
327,False,Alex Sink failed Florida homeowners by using predatory lending practices.,['corporations'],Republican Party Florida,social media
328,False,Over 40 percent of small and mid-size banks that loan money to small businesses have been wiped out since Dodd-Frank has passed.,['financial-regulation'],Marco Rubio,speech
329,False,You cant check out a library book without a photo ID.,['legal-issues'],David Dewhurst,speech
330,False,Starbucks took Christmas off of their brand new cups.,['religion'],Joshua Feuerstein,social media
331,True,Atmospheric conditions could push a footballs pressure down approximately one-and-a-half pounds per square inch.,['sports'],Bill Belichick,speech
332,False,"Hillary Clinton supports unlimited abortion on demand up until the moment of birth, including partial-birth abortion, with taxpayer funding.",['abortion'],Ted Cruz,Undefined
333,True,"Under legislation that has cleared the Georgia House, some children who are legal refugees could obtain state scholarships to attend private schools.","['autism', 'children', 'disability', 'education', 'families', 'immigration', 'state-budget', 'state-finances']",Associated Press,news
334,True,"We went from losing 3 million jobs in the last six months of the Bush Administration, adding almost 600,000 private sector jobs in the first six months of the year.","['economy', 'government-efficiency', 'job-accomplishments']",Joe Biden,speech
337,True,"In the last 22 months, businesses have created more than 3 million jobs. Last year, they created the most jobs since 2005.","['corrections-and-updates', 'economy', 'jobs']",Barack Obama,speech
339,True,A college loan is the only loan in the United States that you cannot refinance when interest rates go down.,"['debt', 'economy', 'education']",Bill Clinton,speech
340,True,The House of Representatives has never passed a resolution of disapproval to condemn a member's behavior.,['history'],John Boehner,speech
341,True,"We are younger than our competitors, and this is entirely because of immigration.",['immigration'],Barack Obama,speech
343,True,"24 million people in this country cant find a full-time job, 50 million cant see a doctor when theyre sick, 47 million people need government help to feed themselves and 15 million families owe more than the value of their home.",['economy'],Alan Grayson,speech
345,False,Mike Huckabee Says he raised average family income by 50 percent during his tenure as Arkansas governor.,"['income', 'state-budget']",Mike Huckabee,social media
348,True,President Reagan did it (raised the debt ceiling) 18 times. George W. Bush did it seven times.,"['bipartisanship', 'federal-budget']",Barack Obama,ad
