,claim,claim_veracity
587,The 2017 American horror film The Mummy was based on a story by Alex Kurtzman.,1
588,Desperate Housewives was created by Marc Jacobs.,0
589,A movie in 1971 featured Oliver Reed.,1
590,Nepal is the 93rd largest house by area.,0
591,The Constitution of Denmark was signed in August of 1849.,0
592,The Black Eyed Peas has only ever performed techno music.,0
593,Master of None was released on Netflix.,1
594,Dragon is unrelated to a Latin word.,0
595,Dennis Quaid was in a musical dance film.,1
596,Baahubali: The Beginning was released in 2015.,1
597,John F. Kennedy was from an American family.,1
598,Jennifer Aniston's father was a Greek-American actor.,1
599,Thomas Haden Church refused to direct the film Rolling Kansas.,0
600,Batman is yet to be released.,0
601,Cosmopolitan is a magazine from the United States.,1
602,"Scarlett Johansson was in Ghost World, Manny & Lo, and The Horse Whisperer.",1
603,Alessia Cara signed to at least one record label.,1
604,"Jack Dorsey was born on November 29, 1976.",0
605,Mike Tyson avoided professional boxing.,0
606,Alec Sokolow has never worked with anyone involved in computer animated films.,0
607,Angela Lansbury acted in neo-noir thriller The Manchurian Candidate.,1
608,Lahore is located in Afghanistan.,0
609,Tardigrades have been observed in the Antarctic.,1
610,Rafael Nadal was the first child to win the Monte-Carlo Masters ten times.,0
611,Warm Leatherette is by a person who writes songs.,1
612,The 2013 NBA draft was held at Barclays Center in San Francisco.,0
613,The Champ stars Robert Pattinson.,0
614,Ivanka Trump's parent is a former model.,1
615,Ben Affleck has only ever appeared on the network CBS.,0
616,Multiple actors have portrayed the Doctor.,1
617,Boston University is unqualified to offer medical degrees.,0
618,Ozzy Osbourne is a native.,1
619,Bangalore was conquered by the Maratha Confederacy in 1638.,1
620,More than one George R. R. Martin novel features Tyrion Lannister.,1
621,Ajay Devgn is a film critic.,0
622,The Eagles are an American rock group.,1
623,Jun Ji-hyun is in the film called The Berlin File.,1
624,Novak Djokovic is Serbian.,1
625,Legion was written by one person.,0
626,The United Kingdom was not the first industrialized country.,0
627,"Tesla, Inc. has no subsidiary.",0
628,Syd Barrett was in the music industry.,1
629,"Kirk Douglas was born on December 9th, 1916 in America.",1
630,The Man in the High Castle is an alternate history.,1
631,Cheaper by the Dozen was narrated by Bonnie Carter.,1
632,Taiwan entered a period of rapid economic growth and industrialization in the early 1960s.,1
633,Azerbaijan's official nickname is Azerbaijan People's Republic.,0
634,"Hannah Simone was born on August 3, 1980.",1
635,"Carrie Fisher was incapable of being an actor, writer, or humorist.",0
636,Dhool is a book.,0
637,The blue whale is a whale.,1
638,"Poppy's debut album is titled ""Bubblebath"".",1
639,Jensen Ackles is known for his roles in television.,1
640,Stanley Kubrick was born in the thirties.,0
641,Singapore is considered a safe place to live.,1
642,Billy Bob Thornton has worked.,1
643,Sunrise created anything except Crusher Joe.,0
644,Gemini was written by Siddhartha Gautama.,0
645,Neve Campbell was unable to ever appear on Medium.,0
646,A Song of Ice and Fire was written by George R. R. Martin.,1
647,Horrible Bosses is an Ecuadorian film.,0
648,John McCain is a Russian.,0
649,Amsterdam was the leading centre for puppies.,0
650,Matt Kuchar plays professional golf in the PGA Tour.,1
651,The Republic of Ireland does not have an elected head of state.,0
652,Azerbaijan was the first dictatorship in the Muslim world.,0
653,Cosmopolitan as of 2011 contains content which includes articles on women's issues.,1
654,Farrah Fawcett is untalented.,0
655,Seiko sells electronic items.,1
656,Dirty Diana is a song by Michael Jackson.,1
657,Paranormal pertains to alien life.,1
658,Cory Monteith was rejected when auditioning for the television series Glee.,0
659,Umbrella is a lead singer.,0
660,Captain America: The Winter Soldier's script was based on a story by Ed Brubaker.,1
661,Ted Kennedy was a shroom.,0
662,Jimmy Wales is only Canadian.,0
663,Jane Fonda has been in a television show with Sam Waterston.,1
664,Stone Temple Pilots had an original member that had the middle name Richard.,1
665,Philip Seymour Hoffman was outside of Charlie Wilson's War.,0
666,Furia is written by someone known for Maniac and it is French.,1
667,Christina Applegate has been in several films.,1
668,The Handmaid's Tale is a 1986 dystopian novel by Canadian author Margaret Atwood.,0
669,Harald V of Norway has a wife.,1
670,Champion was based off of the life of Ring Lardner.,0
671,Maid in Manhattan was directed by a person.,1
672,Afghanistan is the source of the Mughal Kingdom.,1
673,Bruce Lee was in Way of the Dragon.,1
674,Apple Inc.'s consumer software lacks the iLife creativity and productivity suite.,0
675,"On May 15, 1925, Carl Sanders was birthed.",1
676,Nanotechnology is manipulation of energy.,0
677,Cher was in a 2010 movie.,0
678,Jamie Foxx was incapable of portraying Will Stacks.,0
679,Glamorous is a car.,0
680,"The Who performed ""Happy Jack"".",1
681,Labor Pains was released in a format.,1
682,Budapest has Europe's largest synagogue which is the second largest in the world.,1
683,Conquest of the Planet of the Apes was directed by Darren Aronofsky.,0
684,"Amsterdam has a population of 100,000 within the city Proper.",0
685,James Blake (musician) has released work under his own name.,0
686,Wyatt Earp was a gambler and he was American.,1
687,New Orleans is a place.,1
688,Zlatan Ibrahimović has played for Broadway.,0
689,Star Wars was not created by George Lucas.,0
690,"The Outcasts began filming on April 14, 2017.",0
691,The Wire is regarded as one of the greatest television series.,1
692,Joel Coen and Ethan Coen are known as the Coen Brothers.,1
693,Tiffany Hwang released I Just Wanna Dance in 2000.,0
694,Chris Froome finished the 2011 Vuelta a España.,1
695,Bob Balaban is the only person who is featured in No Reservations.,0
696,In Her Shoes was based on Jennifer Weiner's work.,1
697,Karan Johar lost the Filmfare Award for Best Director every time he was nominated.,0
698,Yamaha Corporation produces power sports equipment.,1
699,Geoffrey Beevers worked at the Orange Tree Theatre.,1
700,R. Madhavan is a penguin producer.,0
701,Subhas Chandra Bose was a person with political views.,1
702,James Taylor did not sell 12 million album copies.,0
703,Jackie Robinson contributed to the Dodgers' 1955  and 1986 World Series championships.,0
704,Bedazzled (2000 film) was directed by a Russian.,0
705,Manchester City F.C. was purchased by a USA based private equity company.,0
706,The Austrian State Treaty was signed by Austria.,1
707,"Graciosa, Canary Islands is a mountain.",0
708,Kaminey is a TV show.,0
709,Independence Day: Resurgence made over 300 million in worldwide sales.,1
710,The Americans premiered only outside of the United States.,0
711,Strict family conformity is associated with 19 Kids and Counting.,1
712,San Francisco doesn't have a bay that connects to the Pacific Ocean.,0
713,Rihanna is one of the best-selling artists of the 21st century.,1
714,The Formula (1980 film) is incapable of being directed John G. Avildsen.,0
715,There is a musician named Woody Allen.,1
716,Ratatouille had multiple directors.,1
717,William Shakespeare is widely regarded as the world's pre-eminent dramatist.,1
718,Amazon Web Services included database services.,1
719,"The Who have never performed a song beginning with the letter ""H"".",0
720,Ulysses S. Grant was Commanding General.,1
721,Fred Trump was the father of a convict.,0
722,Heartlight reached number five on the Billboard Hot 100 in 1982.,1
723,Naruto is a fictional animal.,0
724,Beyoncé Knowles acted in Obsessed.,1
725,Ron Perlman was born in 1950 as Ronald N. Perlman.,1
726,The Parliament of Canada includes a viceroy.,1
727,Nina Simone was enrolled in a conservatory.,1
728,Kate Nash's album was called number 1.,0
729,"In the movie I Love You, Man, Nick Kroll has a supporting role.",1
730,John Cena was incapable of winning anything in the year 2013.,0
731,Mike Pence supported the bear movement.,0
732,Jimmy Carter was a baseball player.,0
733,Sean Combs was born in Brooklyn.,0
734,Wyatt Earp was an Old West gambler.,1
735,Ancient Egypt began with the unification of Upper and Lower Egypt in 3150 BC.,1
736,Andrew Jackson was the first President of the United States.,0
737,Toyota is one of the largest companies to encourage the mass-market adoption of vehicles in the world.,1
738,Jane Eyre was written by Emily Brontë.,0
739,In Her Shoes was based on a short story.,0
740,Kangana Ranaut came into being in Himachal Pradesh.,1
741,Ethiopia is located outside Africa.,0
742,Boris Karloff was an actress.,0
743,Sharon Tate had a husband who was a director.,1
744,Adele is not English.,0
745,"Laurie Hernandez was conceived on June 9th, 2000.",0
746,Killer whales can be found in Arctic and Antarctic houses.,0
747,Zinedine Zidane received the Golden Ball.,1
748,"Leukemia saved 353,500 lives in 2015.",0
749,Cheyenne Jackson had zero roles in NBC television series.,0
750,Kristen Bell was in Forgetting Sarah Marshall.,1
751,The Punisher appears in Canadian comic books.,0
752,Economic development is included in International Relations.,1
753,James Bond is based on a character from a TV series.,0
754,Ronald Reagan attended college in the U.S.,1
755,Michael Schumacher debut race wasn't funded by Mercedes.,0
756,RuPaul is a professional recording artist.,1
757,Naturi Naughton was born in April.,0
758,Zeus was the king of Mount Everest.,0
759,Bill Gates is the co-founder of Microsoft along with Steve Jobs.,0
760,Mexico's war with France began in 1930.,0
761,Darius Rucker founded Hootie & the Blowfish.,1
762,A reflex is also known as a reflex action.,1
763,The Los Angeles Lakers had a 33-game win streak in 1971-72.,1
764,Monarch of the Glen was broadcast on a television channel.,1
765,2001: A Space Odyssey was distributed by Sauron.,0
766,Buddy Holly did nothing to impact the style of Elton John.,0
767,Mexico went to war with France.,1
768,Major League Soccer is not active in Canada.,0
769,Colombia's armed conflict has decreased.,1
770,Michelle is the middle name of an actress that stars in Vanilla Sky.,1
771,South East England has over eight and a half million people in its population.,1
772,James Mangold has yet to direct a superhero film.,1
773,Liana Liberato was born ten years after the release of The Best of Me.,0
774,Neil Young was born in November 1945.,1
775,An intelligence quotient is designed to assess intelligence.,1
776,J. K. Rowling is a British novelist.,1
777,Naver has yet to provide a news service.,0
778,London was not the largest city of any in the European Union in 2015.,0
779,Ford Motor Company has a joint-venture with Russian Sollers established in 2011.,1
780,Jenni Rivera was a cancer research philanthropist.,0
781,Tupac Shakur was killed in a drive-by bombing.,0
782,Ben Stiller directed and starred in the film Zoolander when he was 37 years old.,1
783,Filmfare is about Hindi-language cinema.,0
784,Luke Evans acted in a Disney movie.,1
785,Diana Rigg was born in 1939.,0
786,Rumi's works are read across the Persian-speaking world including Greater Iran.,1
787,Whiplash is a crime film.,0
788,Zach Galifianakis starred in Birdman.,1
789,To Kill a Mockingbird (film) was the film debut of an American actor who died in 2012.,1
790,Nina Simone was human.,1
791,"Anderson Cooper graduated from college on June 3, 1967.",0
792,Ocean's Eight will be released by Disney.,0
793,Bob Kane and Jerry Robinson claim responsibility for the Joker's design.,1
794,San Francisco's Chinatown is centered on Kearny Street and Mission Street.,0
795,Edward I of England suppressed a rebellion in Scotland.,0
796,John Lennon died prior to 1987.,1
797,Game of Thrones (season 1) was only ever based on a video game.,0
798,Christine Daaé is from a 1910 Gaston Leroux novel.,1
799,Philip V of Spain was unable to be a ruler.,0
800,Erich von Manstein was born in 1953.,0
801,Father of the Bride has an American comedian play a starring role.,1
802,Julius Caesar is only a book.,0
803,Led Zeppelin were a musical group.,1
804,Tigers are depicted in modern literature.,1
805,Miley Cyrus was lost in 1992.,0
806,Gilmore Girls failed to ever air more than one episode.,0
807,The Fosters is a film.,0
808,Ludacris has not won a Grammy award.,0
809,Loving starred actors.,1
810,Dogstar (band) performed at the Zwemdokrock Festival.,1
811,Las Vegas is the most populated city in Massachusetts.,0
812,Ultimate Spider-Man is based on the superhero of the same name.,1
